Spiller id,Spillernavn,Fornavn,Etternavn,Alder,Nasjonalitet,Lag id,Lag navn,Posisjonslinje,Rolle,Kamper,Starter,Minutter,Rating,Mål,Målgivende,Skudd totalt,Skudd på mål,Pasninger totalt,Nøkkelpasninger,Pasningspresisjon,Taklinger,Blokkeringer,Brudd,Dueller totalt,Dueller vunnet,Driblinger forsøk,Driblinger vellykket,Frispark fått,Frispark gjort,Gule kort,Røde kort
202850,I. Hoffmann,Ian Jakob,Hoffmann,24.0,USA,320,Kristiansund BK,Defender,Back,25,23,1967,6.94,0,2,6.0,2.0,988,29.0,85.5,36.0,10.0,15.0,153,83,23.0,13.0,23,18.0,6,0
263977,C. Cheng,Christopher,Cheng,24.0,Norway,332,Sandefjord,Defender,Back,27,21,1960,7.0,5,5,23.0,9.0,825,23.0,86.7,38.0,4.0,18.0,210,105,61.0,28.0,35,20.0,3,0
313648,A. Sæther,Adrian,Sæther,24.0,Norway,320,Kristiansund BK,Goalkeeper,Goalkeeper,22,22,1955,6.75,0,0,,,676,2.0,51.0,1.0,,,9,6,1.0,1.0,1,1.0,1,0
103232,P. Metcalfe,Patrick Robert,Metcalfe,27.0,Canada,2149,Fredrikstad,Midfielder,Sentral midt,26,22,1949,6.97,1,0,10.0,4.0,725,31.0,80.7,24.0,4.0,8.0,153,69,24.0,7.0,20,13.0,1,0
39145,Z. Tripić,Zlatko,Tripić,33.0,Norway,759,Viking,Midfielder,Kant,25,22,1937,7.95,11,16,41.0,22.0,952,93.0,73.4,28.0,4.0,5.0,188,99,37.0,11.0,49,24.0,5,0
57230,T. Sørås,Tore André,Hagbø Sørås,27.0,Norway,2159,Ham-Kam,Midfielder,Sentral midt,27,21,1916,6.82,1,1,5.0,1.0,929,16.0,84.5,52.0,5.0,34.0,203,113,22.0,12.0,13,33.0,3,0
264710,H. Heggheim,Henrik,Heggheim,24.0,Norway,759,Viking,Defender,Stopper,29,21,1915,7.03,2,3,19.0,9.0,752,14.0,77.1,52.0,11.0,30.0,226,119,14.0,4.0,19,43.0,7,0
24941,M. Møller Dæhli,Mats,Møller Dæhli,30.0,Norway,329,Molde,Midfielder,Sentral midt,24,22,1901,7.23,0,2,4.0,1.0,1458,23.0,91.0,57.0,3.0,28.0,146,90,14.0,8.0,19,11.0,0,0
107852,S. Molde,Stian,Stray Molde,29.0,Norway,2149,Fredrikstad,Defender,Back,25,21,1860,6.83,2,0,14.0,6.0,629,12.0,72.9,28.0,6.0,20.0,121,62,8.0,4.0,2,16.0,0,0
368793,E. Austbö,Edvin,Austbö,20.0,Norway,759,Viking,Midtbane,Kant,27,26,1849,7.2,6,5,35.0,20.0,700,39.0,81.8,18.0,1.0,6.0,158,81,74.0,41.0,20,12.0,2,0
12880,O. Selnæs,Ole Kristian,Selnæs,31.0,Norway,331,Rosenborg,Midfielder,Sentral midt,24,20,1833,7.33,0,2,8.0,,1421,31.0,86.9,43.0,13.0,25.0,191,123,14.0,9.0,24,27.0,6,0
39046,F. Sjølstad,Fredrik,Vangstad Sjølstad,31.0,Norway,2159,Ham-Kam,Defender,Stopper,25,23,1832,6.88,0,0,5.0,1.0,1162,7.0,89.4,15.0,21.0,23.0,105,55,3.0,,7,13.0,4,0
8626,H. Bjørdal,Henrik Rørvik,Bjørdal,28.0,Norway,326,Valerenga,Midfielder,Sentral midt,23,20,1829,7.28,4,6,23.0,9.0,700,45.0,74.1,31.0,3.0,16.0,228,117,34.0,14.0,36,31.0,3,2
107412,E. Hadaya,Elias,Hadaya,27.0,Sweden,332,Sandefjord,Goalkeeper,Goalkeeper,20,20,1799,7.04,0,0,,,679,1.0,74.6,2.0,,,15,12,,,3,2.0,2,0
133246,E. Sørensen,Elias Fritjof,Grænge Sørensen,26.0,Denmark,326,Valerenga,Midfielder,Kant,28,22,1778,7.1,12,3,33.0,18.0,516,29.0,73.9,18.0,2.0,18.0,159,74,29.0,14.0,17,14.0,3,0
57445,J. Soltvedt,Joachim,Soltvedt,30.0,Norway,319,Brann,Defender,Back,24,20,1764,7.27,2,9,18.0,10.0,1158,53.0,79.8,18.0,3.0,9.0,117,54,13.0,6.0,14,18.0,3,0
39265,S. Sørløkk,Sondre,Sørløkk,28.0,Norway,2149,Fredrikstad,Midfielder,Kant,29,18,1738,6.92,5,4,35.0,18.0,364,21.0,64.6,22.0,8.0,8.0,268,127,39.0,14.0,26,17.0,0,0
39134,A. Pereira,Adrian Nilsen,Pereira,26.0,Norway,331,Rosenborg,Defender,Back,23,19,1713,7.11,1,1,17.0,9.0,942,22.0,79.3,37.0,4.0,20.0,221,118,74.0,31.0,37,27.0,5,0
151400,J. Husebø,Jens,Berland Husebø,26.0,Norway,2142,Bryne,Defender,Stopper,20,20,1713,6.91,0,0,5.0,1.0,804,6.0,83.1,17.0,15.0,26.0,127,78,6.0,4.0,6,15.0,2,0
57236,M. Mawa,Moses,Dramwi Mawa,29.0,Norway,2159,Ham-Kam,Attacker,Spiss,26,20,1685,6.78,4,0,36.0,14.0,187,16.0,72.1,7.0,,2.0,121,37,27.0,9.0,15,27.0,3,0
57336,A. Aleesami,Ayoub,Aleesami,29.0,Norway,2143,KFUM Oslo,Defender,Stopper,24,20,1669,6.85,1,1,4.0,2.0,1027,5.0,86.9,32.0,5.0,20.0,146,85,9.0,3.0,15,20.0,3,0
392187,M. Ubandoma,Mustapha,Isah Ubandoma,21.0,Nigeria,320,Kristiansund BK,Midfielder,Spiss,29,20,1659,6.8,6,2,27.0,15.0,261,16.0,75.5,19.0,1.0,5.0,172,60,60.0,20.0,15,24.0,2,0
318422,L. Qvigstad,Lasse,Qvigstad,22.0,Norway,2142,Bryne,Defender,Back,23,20,1650,6.77,2,0,8.0,2.0,623,12.0,76.5,54.0,5.0,12.0,170,90,19.0,10.0,11,23.0,1,0
513019,A. Kinteh,Abubacarr Sedi,Kinteh,19.0,Gambia,325,Tromso,Defender,Stopper,21,19,1648,7.04,1,1,7.0,3.0,1286,7.0,87.0,23.0,6.0,18.0,174,93,22.0,14.0,25,33.0,8,1
334630,H. Larsen,Heine,Åsen Larsen,23.0,Norway,2142,Bryne,Midtbane,Spiss,22,18,1643,6.9,4,1,27.0,14.0,584,23.0,72.5,28.0,,13.0,238,96,25.0,7.0,14,19.0,4,0
39049,M. Eikrem,Magnus,Wolff Eikrem,35.0,Norway,329,Molde,Attacker,Sentral midt,27,18,1628,7.26,3,4,28.0,14.0,857,53.0,79.9,15.0,3.0,2.0,67,38,13.0,7.0,7,3.0,1,0
48129,A. Sher,Aimar Hazar,Sher,23.0,Sweden,333,Sarpsborg 08 FF,Midtbane,Sentral midt,19,18,1612,7.14,0,1,7.0,1.0,953,9.0,88.8,29.0,8.0,31.0,152,84,18.0,10.0,37,23.0,0,0
25378,I. Fossum,Iver Tobias,Rørvik Fossum,29.0,Norway,331,Rosenborg,Midfielder,Sentral midt,22,19,1607,6.96,2,3,16.0,7.0,792,18.0,86.3,29.0,2.0,11.0,116,55,12.0,3.0,11,6.0,0,0
39069,U. Saltnes,Ulrik,Saltnes,33.0,Norway,327,Bodo/Glimt,Midfielder,Sentral midt,23,19,1602,7.32,7,5,31.0,17.0,507,19.0,78.3,22.0,8.0,8.0,126,60,27.0,13.0,12,12.0,1,0
60371,R. Shein,Rocco Robert,Shein,22.0,Estonia,2149,Fredrikstad,Midfielder,Sentral midt,28,17,1595,6.98,1,4,21.0,13.0,962,23.0,85.5,49.0,3.0,21.0,228,108,47.0,20.0,19,28.0,4,0
55410,S. Väänänen,Santeri Leevi Oliver,Väänänen,23.0,Finland,331,Rosenborg,Midtbane,Sentral midt,22,18,1583,6.84,1,0,8.0,2.0,642,6.0,86.2,47.0,5.0,26.0,163,73,17.0,4.0,13,27.0,4,0
39122,B. Finne,Bård,Finne,30.0,Norway,319,Brann,Attacker,Spiss,26,19,1571,7.0,6,3,39.0,23.0,294,26.0,66.4,15.0,,1.0,103,34,21.0,7.0,7,10.0,0,0
39285,K. Askildsen,Kristoffer,Askildsen,24.0,Norway,759,Viking,Midfielder,Sentral midt,27,18,1555,6.95,3,4,21.0,8.0,633,13.0,76.7,31.0,8.0,18.0,173,93,15.0,2.0,23,25.0,2,0
273390,S. Diarra,Sory Ibrahim,Diarra,25.0,Mali,328,Haugesund,Attacker,Spiss,21,17,1555,6.95,7,1,23.0,15.0,217,17.0,86.4,12.0,1.0,3.0,202,85,15.0,8.0,21,23.0,1,0
457199,J. Hansen,Jakob,Segadal Hansen,20.0,Norway,759,Viking,Midtbane,Sentral midt,25,20,1554,6.66,2,1,14.0,6.0,427,12.0,78.1,31.0,3.0,7.0,162,68,21.0,8.0,11,20.0,3,0
409869,Ieltsin Camões,Ieltsin Jerónimo,Semedo Camões,26.0,Portugal,325,Tromso,Attacker,Spiss,25,19,1544,7.25,13,4,42.0,18.0,311,20.0,73.4,16.0,,6.0,193,80,36.0,20.0,16,26.0,3,0
1171,V. Hedenstad,Vegar,Eggen Hedenstad,34.0,Norway,326,Valerenga,Defender,Back,22,19,1538,6.72,0,3,5.0,3.0,840,12.0,86.8,32.0,2.0,16.0,136,70,19.0,15.0,14,23.0,1,0
39239,T. Pedersen,Thore,Baardsen Pedersen,29.0,Norway,319,Brann,Defender,Back,25,20,1536,6.92,0,2,3.0,1.0,1177,12.0,88.7,42.0,9.0,19.0,179,95,23.0,9.0,19,21.0,4,0
158532,J. Fischer,Jonathan,Frost Fischer,24.0,Denmark,2149,Fredrikstad,Goalkeeper,Goalkeeper,17,17,1530,6.91,0,0,,,536,,53.2,2.0,,,8,8,,,3,,0,0
318188,S. Bojadzic,Sanel,Bojadzic,27.0,Norway,2142,Bryne,Attacker,Spiss,26,16,1527,6.79,6,3,28.0,17.0,418,11.0,70.1,20.0,3.0,8.0,276,99,60.0,20.0,26,42.0,4,0
15904,U. Yttergård Jenssen,Ulrik,Yttergård Jenssen,29.0,Norway,331,Rosenborg,Defender,Stopper,25,18,1523,6.93,2,2,8.0,6.0,1070,21.0,83.1,20.0,3.0,18.0,93,39,4.0,1.0,3,13.0,8,0
430078,S. Kabini,Samukelo,Kabini,21.0,South Africa,329,Molde,Forsvar,Back,18,16,1505,7.33,0,3,12.0,7.0,687,14.0,86.4,58.0,11.0,17.0,193,106,30.0,12.0,16,21.0,8,0
39217,P. Strand,Petter,Dahle Strand,31.0,Norway,326,Valerenga,Midfielder,Sentral midt,28,15,1485,6.87,5,1,22.0,9.0,494,21.0,81.2,31.0,1.0,9.0,170,78,29.0,12.0,20,13.0,3,0
57276,S. Nilsen,Snorre,Strand Nilsen,25.0,Norway,2159,Ham-Kam,Defender,Back,21,17,1477,6.88,1,3,7.0,3.0,507,18.0,75.9,23.0,3.0,13.0,163,88,8.0,2.0,15,17.0,3,0
57279,G. Simenstad,Gard,Simenstad,26.0,Norway,2159,Ham-Kam,Midfielder,Sentral midt,26,16,1476,6.81,3,1,24.0,12.0,425,14.0,70.4,30.0,4.0,14.0,140,67,20.0,6.0,21,23.0,3,0
16066,R. Çorlu,Rezan,Çorlu,28.0,Denmark,320,Kristiansund BK,Midfielder,Sentral midt,26,19,1470,6.7,4,1,18.0,6.0,621,12.0,79.1,18.0,1.0,12.0,128,53,46.0,18.0,11,14.0,3,0
39044,E. Hestad,Eirik,Hestad,30.0,Norway,329,Molde,Midfielder,Sentral midt,24,20,1469,7.13,3,4,22.0,10.0,675,20.0,86.8,29.0,6.0,11.0,130,71,27.0,13.0,26,9.0,1,0
337496,V. Halvorsen,Victor Emanuel,Halvorsen,21.0,Norway,333,Sarpsborg 08 FF,Midtbane,Sentral midt,0,0,1451,6.85,1,0,12.0,4.0,688,19.0,86.0,29.0,14.0,10.0,139,59,28.0,10.0,8,9.0,0,0
57436,M. Roseth,Martin Ove,Roseth,27.0,Norway,759,Viking,Defender,Stopper,20,18,1447,7.14,4,0,12.0,5.0,989,6.0,86.6,19.0,8.0,24.0,159,108,2.0,1.0,14,20.0,4,0
335958,L. Mettler,Loris,Mettler,27.0,Switzerland,332,Sandefjord,Midfielder,Sentral midt,27,15,1443,7.0,3,1,37.0,13.0,782,23.0,86.6,29.0,6.0,10.0,139,55,15.0,4.0,10,24.0,5,0
64339,J. Sery Larsen,Japhet,Sery Larsen,25.0,Denmark,319,Brann,Defender,Back,20,16,1440,6.93,1,0,6.0,3.0,1050,4.0,91.1,11.0,9.0,8.0,102,56,3.0,2.0,13,20.0,3,1
39128,A. Wichne,Amund,Wichne,28.0,Norway,328,Haugesund,Goalkeeper,Goalkeeper,16,16,1440,6.85,0,0,,,596,1.0,60.6,,,,13,11,,,1,1.0,0,0
319388,F. Tebo Uchenna,Franklin Degaulle,Tebo Uchenna,25.0,Nigeria,333,Sarpsborg 08 FF,Defender,Stopper,16,16,1439,7.39,1,0,7.0,4.0,1033,6.0,89.1,15.0,14.0,18.0,122,78,5.0,3.0,15,14.0,2,0
304373,D. De Roeve,Denzel,De Roeve,21.0,Belgium,319,Brann,Forsvar,Back,28,12,1433,6.99,3,2,10.0,6.0,920,14.0,81.0,55.0,5.0,23.0,171,86,34.0,14.0,12,10.0,2,0
57177,S. Mørk,Sander,Risan Mørk,25.0,Norway,332,Sandefjord,Midfielder,Sentral midt,18,16,1432,6.86,2,2,12.0,7.0,581,11.0,78.5,20.0,8.0,17.0,86,36,9.0,3.0,10,15.0,4,0
57292,A. Kryger,Axel,Kryger,28.0,Norway,2142,Bryne,Defender,Back,17,17,1425,7.18,2,0,6.0,3.0,815,20.0,75.0,27.0,11.0,18.0,107,59,6.0,2.0,6,13.0,4,0
98842,U. Mathisen,Ulrik,Mathisen,26.0,Norway,319,Brann,Midfielder,Kant,26,17,1417,6.97,2,4,21.0,12.0,434,18.0,75.6,14.0,1.0,7.0,191,94,42.0,13.0,39,12.0,1,0
386292,E. Schlichting,Emil,Rohd Schlichting,21.0,Denmark,328,Haugesund,Midfielder,Kant,25,15,1409,6.61,2,0,16.0,9.0,323,10.0,77.3,12.0,3.0,11.0,170,71,46.0,20.0,29,18.0,2,0
2022,S. Jarl,Sebastian,Jarl,25.0,Norway,326,Valerenga,Defender,Stopper,20,14,1392,6.89,0,0,3.0,1.0,803,6.0,87.2,20.0,9.0,21.0,91,54,6.0,4.0,16,11.0,0,0
438,M. Linnes,Martin,Linnes,34.0,Norway,329,Molde,Defender,Back,19,16,1391,7.12,0,3,6.0,2.0,892,28.0,85.3,30.0,6.0,9.0,110,62,27.0,12.0,13,12.0,2,0
228885,C. Niyukuri,Claus,Babo Niyukuri,25.0,Norway,328,Haugesund,Defender,Back,23,16,1362,6.87,2,2,12.0,4.0,519,10.0,78.9,29.0,6.0,17.0,160,101,24.0,16.0,29,20.0,1,0
394932,T. Nyhammer,Troy,Engseth Nyhammer,19.0,Norway,328,Haugesund,Midtbane,Kant,0,0,1361,6.62,1,1,13.0,6.0,484,16.0,71.9,17.0,1.0,17.0,118,52,28.0,12.0,19,15.0,3,0
208818,H. Hoseth,Håkon,Helland Hoseth,26.0,Norway,2143,KFUM Oslo,Midfielder,Sentral midt,18,17,1351,7.08,1,3,12.0,4.0,444,21.0,85.1,39.0,3.0,13.0,124,70,22.0,8.0,10,8.0,1,0
39142,H. Tangen,Harald,Nilsen Tangen,24.0,Norway,333,Sarpsborg 08 FF,Midfielder,Sentral midt,21,16,1346,7.01,2,1,14.0,6.0,523,20.0,82.3,23.0,6.0,6.0,132,67,23.0,12.0,25,14.0,1,0
47713,Mohanad Jeahze,Mohanad Abdulkadhim Qasim,Al Jebur Jeahze,28.0,Iraq,333,Sarpsborg 08 FF,Defender,Back,19,17,1336,7.04,0,1,13.0,4.0,745,16.0,83.4,41.0,4.0,15.0,111,66,8.0,3.0,14,16.0,2,0
39101,S. Svendsen,Sander,Svendsen,28.0,Norway,759,Viking,Forward,Kant,30,22,1335,6.7875,2,3,23.0,8.0,303,14.0,77.5,10.0,,2.0,86,42,13.0,6.0,18,10.0,0,0
278551,R. Norheim,Runar,Robinsønn Norheim,20.0,Norway,325,Tromso,Defender,Back,19,17,1324,7.07,2,3,17.0,9.0,536,21.0,82.2,15.0,1.0,14.0,126,60,42.0,22.0,5,14.0,0,0
57170,V. Jónsson,Viðar Ari,Jónsson,31.0,Iceland,2159,Ham-Kam,Defender,Kant,25,14,1320,6.88,3,3,12.0,6.0,422,28.0,78.9,30.0,3.0,10.0,121,61,20.0,9.0,17,9.0,1,0
169190,K. Krasniqi,Kreshnik,Krasniqi,25.0,Kosovo,324,Stromsgodset,Midfielder,Sentral midt,21,13,1317,6.79,2,0,15.0,5.0,586,9.0,84.3,25.0,11.0,17.0,148,68,30.0,12.0,18,21.0,2,0
39241,Bruno Leite,Bruno Miguel,Santos Leite,30.0,Cape Verde,328,Haugesund,Midfielder,Sentral midt,21,16,1315,6.7,0,1,15.0,4.0,566,4.0,83.3,43.0,11.0,19.0,192,101,42.0,16.0,35,23.0,6,1
388327,F. Thorvaldsen,Filip Erik,Thorvaldsen,19.0,Norway,326,Valerenga,Attacker,Kant,21,15,1311,6.82,5,2,28.0,15.0,312,24.0,84.1,18.0,1.0,3.0,131,58,60.0,20.0,20,4.0,2,0
336648,A. Roaldsøy,Alwande Benedict,Roaldsøy,21.0,Norway,2159,Ham-Kam,Midtbane,Sentral midt,19,15,1310,6.85,4,2,9.0,5.0,553,7.0,86.9,19.0,4.0,16.0,143,60,23.0,10.0,17,27.0,3,0
39067,M. Konradsen,Morten,Ågnes Konradsen,29.0,Norway,328,Haugesund,Midfielder,Sentral midt,16,15,1302,6.64,0,0,7.0,2.0,511,17.0,81.8,19.0,1.0,12.0,90,35,10.0,1.0,3,18.0,1,0
269347,R. Alte,Ruben,Kristensen Alte,25.0,Norway,320,Kristiansund BK,Midfielder,Sentral midt,15,15,1294,7.21,3,2,23.0,11.0,421,21.0,78.5,9.0,3.0,5.0,102,47,37.0,19.0,19,13.0,3,0
1099,F. Gulbrandsen,Fredrik Aasmundrud,Gulbrandsen,33.0,Norway,329,Molde,Attacker,Kant,24,16,1289,6.71,7,1,37.0,24.0,179,7.0,73.0,9.0,1.0,3.0,155,47,28.0,1.0,16,13.0,3,0
382977,H. Sjåtil,Håkon,Sjåtil,23.0,Norway,326,Valerenga,Forsvar,Back,23,13,1262,6.53,0,0,3.0,1.0,485,5.0,82.8,44.0,6.0,9.0,124,64,18.0,9.0,9,26.0,3,0
15922,O. Hedvall,Oscar Thore,Hedvall,27.0,Denmark,326,Valerenga,Goalkeeper,Goalkeeper,14,14,1260,6.84,0,0,,,527,,60.8,1.0,,,3,3,,,1,,3,0
310130,A. Potur,Aksel,Baran Potur,23.0,Türkiye,2159,Ham-Kam,Midfielder,Sentral midt,25,13,1253,6.88,0,2,12.0,9.0,403,17.0,86.5,22.0,1.0,8.0,169,93,33.0,16.0,50,20.0,1,0
352730,S. Ørjasæter,Sondre,Holmlund Ørjasæter,22.0,Norway,333,Sarpsborg 08 FF,Midfielder,Kant,14,14,1248,7.58,2,2,27.0,15.0,575,29.0,82.8,8.0,1.0,3.0,139,68,53.0,29.0,29,4.0,1,0
39232,F. Knudsen,Fredrik,Pallesen Knudsen,29.0,Norway,319,Brann,Defender,Stopper,17,16,1244,7.12,0,0,5.0,,1146,2.0,92.6,19.0,7.0,10.0,114,77,4.0,3.0,8,11.0,3,0
151137,E. Hagen,Elias,Kristoffersen Hagen,25.0,Norway,326,Valerenga,Midfielder,Sentral midt,30,10,1230,6.85,3,1,20.0,13.0,517,19.0,81.0,24.0,7.0,11.0,100,53,17.0,7.0,8,9.0,2,0
39085,B. Risa,Birk,Risa,27.0,Norway,329,Molde,Defender,Back,15,15,1221,7.09,0,0,9.0,1.0,983,4.0,81.8,5.0,9.0,13.0,73,41,4.0,2.0,12,12.0,3,0
39105,K. Klaesson,Kristoffer-August,Sundquist Klaesson,25.0,Norway,759,Viking,Goalkeeper,Goalkeeper,14,14,1219,6.61,0,0,,,432,,47.1,,,,8,8,,,4,,0,0
16100,E. Holten,Emil,Frost Holten,29.0,Denmark,2149,Fredrikstad,Attacker,Spiss,18,15,1217,7.01,4,3,22.0,10.0,240,14.0,55.4,12.0,1.0,4.0,197,79,16.0,5.0,26,20.0,2,0
39343,H. Stenevik,Halldor,Østervold Stenevik,25.0,Norway,329,Molde,Defender,Back,24,11,1196,6.87,2,1,5.0,3.0,629,12.0,85.7,31.0,2.0,11.0,117,66,22.0,12.0,19,13.0,5,0
314340,V. Egeli,Vetle,Walle Egeli,21.0,Norway,332,Sandefjord,Forsvar,Back,25,12,1186,6.84,1,1,14.0,6.0,595,11.0,83.3,28.0,3.0,8.0,131,67,23.0,16.0,12,13.0,2,0
318591,S. Kvia-Egeskog,Simen,Kvia-Egeskog,22.0,Norway,759,Viking,Midfielder,Kant,28,8,1177,6.8,5,2,11.0,7.0,335,18.0,84.5,19.0,7.0,4.0,139,53,29.0,8.0,21,15.0,2,0
28775,B. Bjarnason,Brynjar Ingi,Bjarnason,26.0,Iceland,2159,Ham-Kam,Defender,Stopper,13,13,1165,7.25,0,1,13.0,4.0,497,6.0,76.4,24.0,12.0,13.0,114,81,4.0,3.0,4,5.0,1,0
133916,A. Heggebø,Aune,Selland Heggebø,24.0,Norway,319,Brann,Attacker,Spiss,13,13,1162,7.29,7,1,30.0,17.0,233,6.0,70.2,11.0,,8.0,176,75,21.0,9.0,17,21.0,1,0
57383,M. Mehnert,Marcus,Johansen Mehnert,28.0,Norway,324,Stromsgodset,Midfielder,Spiss,20,12,1155,6.64,1,2,9.0,2.0,225,14.0,68.9,9.0,,4.0,158,68,31.0,12.0,13,24.0,2,0
162262,J. Bakke,Johan,Johanessen Bakke,21.0,Norway,324,Stromsgodset,Midfielder,Sentral midt,16,16,1151,6.69,2,1,13.0,7.0,210,5.0,77.5,13.0,5.0,16.0,94,38,15.0,4.0,17,13.0,4,0
45834,Moussa Njie,Moussa,Jailani Gaucho Njie,30.0,Norway,2143,KFUM Oslo,Midfielder,Kant,20,15,1137,6.79,2,1,21.0,10.0,317,11.0,84.4,8.0,1.0,5.0,106,37,18.0,4.0,13,11.0,2,0
395016,M. Hope,Mikkel,Kalvenes Hope,19.0,Norway,328,Haugesund,Defender,Back,21,11,1121,6.4,1,0,8.0,5.0,258,6.0,75.7,17.0,2.0,3.0,74,37,17.0,6.0,11,10.0,1,0
161792,P. Hannola,Pyry Petteri,Hannola,24.0,Finland,328,Haugesund,Midfielder,Sentral midt,13,12,1112,6.97,0,2,6.0,4.0,700,17.0,92.2,10.0,4.0,6.0,68,32,8.0,3.0,17,10.0,1,0
1968,J. Inge Berget,Jo Inge,Berget,35.0,Norway,333,Sarpsborg 08 FF,Attacker,Spiss,22,12,1103,6.86,5,1,23.0,15.0,375,16.0,72.1,9.0,2.0,2.0,117,46,23.0,9.0,11,23.0,3,0
262598,S. Auklend,Sondre,Auklend,22.0,Norway,327,Bodo/Glimt,Midtbane,Sentral midt,22,13,1101,7.21,1,5,17.0,8.0,741,22.0,86.7,32.0,5.0,10.0,176,90,37.0,17.0,36,18.0,1,0
39352,J. Gundersen,Jostein,Maurstad Gundersen,29.0,Norway,327,Bodo/Glimt,Defender,Stopper,16,13,1097,7.27,1,0,3.0,1.0,1298,4.0,93.3,22.0,2.0,15.0,134,88,3.0,1.0,13,18.0,0,1
406480,M. Børsheim,Martin,Børsheim,20.0,Norway,2149,Fredrikstad,Forsvar,Stopper,12,12,1080,6.89,0,0,1.0,,426,,52.1,,,,12,11,1.0,1.0,4,1.0,2,0
2017,B. Utvik,Bjørn Inge,Utvik,29.0,Norway,333,Sarpsborg 08 FF,Defender,Stopper,12,12,1080,7.27,0,0,4.0,1.0,670,6.0,90.9,15.0,17.0,4.0,81,51,1.0,1.0,4,5.0,1,0
15857,J. Eskesen,Julius,Eskesen,26.0,Denmark,328,Haugesund,Midfielder,Sentral midt,13,12,1073,6.99,1,0,10.0,2.0,519,20.0,79.1,21.0,1.0,8.0,127,71,19.0,5.0,26,11.0,3,0
39309,S. Rafn,Simen,Rafn,33.0,Norway,2149,Fredrikstad,Defender,Back,24,10,1056,6.7,0,0,3.0,2.0,458,4.0,77.4,23.0,2.0,14.0,102,59,19.0,8.0,14,10.0,0,0
309619,A. Conteh,,,,,324,Stromsgodset,Attacker,Spiss,13,13,1056,6.87,2,1,30.0,14.0,202,7.0,59.0,5.0,1.0,1.0,187,83,10.0,5.0,15,20.0,0,0
39062,E. Reitan,Erlend,Dahl Reitan,28.0,Norway,331,Rosenborg,Defender,Back,20,10,1053,6.72,0,1,3.0,1.0,409,7.0,82.2,17.0,3.0,11.0,90,49,6.0,2.0,17,8.0,2,0
47905,O. Krusnell,Oscar,Krusnell,26.0,Sweden,328,Haugesund,Defender,Back,14,12,1047,6.64,0,0,3.0,2.0,628,10.0,77.7,17.0,5.0,17.0,81,38,11.0,4.0,9,12.0,1,1
51028,N. Hämäläinen,Nicholas Antero,Hämäläinen,28.0,Finland,328,Haugesund,Defender,Back,13,12,1042,6.41,1,1,7.0,3.0,548,4.0,76.3,16.0,3.0,11.0,67,31,9.0,6.0,1,5.0,2,0
8699,A. Nouri,Amin Mimoun,Nouri,35.0,Norway,2143,KFUM Oslo,Defender,Back,25,11,1040,6.6,1,2,5.0,2.0,342,12.0,75.1,23.0,,10.0,114,48,14.0,4.0,11,11.0,3,0
16062,K. Tshiembe,Kevin N'goyi,Tshiembe,28.0,Denmark,326,Valerenga,Defender,Stopper,19,11,1038,6.87,0,0,5.0,,730,2.0,90.5,12.0,6.0,7.0,91,59,3.0,2.0,16,13.0,4,0
57389,P. Reinhardsen,Peter,Reinhardsen,26.0,Norway,333,Sarpsborg 08 FF,Defender,Back,23,11,1036,6.8,2,1,13.0,9.0,470,13.0,78.1,17.0,4.0,12.0,101,43,18.0,4.0,7,18.0,3,0
318233,J. Gonstad,Julian,Bakkeli Gonstad,19.0,Norway,2159,Ham-Kam,Attacker,Spiss,25,11,1034,6.78,4,2,17.0,11.0,159,9.0,75.0,4.0,,2.0,57,27,17.0,9.0,10,3.0,0,0
1170,A. Østbø,Arild,Østbø,34.0,Norway,759,Viking,Goalkeeper,Goalkeeper,12,11,1031,7.08,0,0,,,324,,60.0,1.0,,,7,6,,,1,,0,0
362570,S. Innvær,Sander,Håvik Innvær,21.0,Norway,328,Haugesund,Midtbane,Kant,18,12,1004,6.59,1,0,10.0,6.0,231,8.0,76.6,14.0,1.0,8.0,102,44,42.0,17.0,11,5.0,0,0
15805,G. Wikheim,Gustav,Mendonça Wikheim,32.0,Norway,324,Stromsgodset,Attacker,Kant,14,12,997,6.66,1,3,11.0,5.0,249,18.0,79.5,9.0,,3.0,150,59,54.0,22.0,24,22.0,1,1
464048,E. Fauskanger,Einar,Bøe Fauskanger,17.0,Norway,328,Haugesund,Keeper,Keeper,11,11,990,6.65,0,0,,,399,1.0,64.8,2.0,,,12,9,2.0,1.0,2,1.0,0,0
61234,D. Ďuriš,Dávid,Ďuriš,26.0,Slovakia,331,Rosenborg,Midfielder,Kant,12,11,987,6.96,4,1,13.0,7.0,198,9.0,78.7,12.0,1.0,5.0,80,32,21.0,6.0,6,12.0,0,0
57160,N. Castro,Niklas Fernando,Nygård Castro,29.0,Chile,319,Brann,Attacker,Kant,17,11,981,7.12,4,3,15.0,10.0,477,26.0,76.7,13.0,1.0,3.0,129,41,24.0,6.0,14,26.0,1,0
57449,A. Ndour,Alioune,Badou Ndour,28.0,Senegal,320,Kristiansund BK,Attacker,Spiss,24,9,975,6.7,3,0,24.0,15.0,184,8.0,67.2,13.0,,2.0,147,58,34.0,13.0,15,18.0,2,0
39170,B. Sørmo,Bent,Langåssve Sørmo,29.0,Norway,324,Stromsgodset,Defender,Back,20,6,975,6.67,0,0,1.0,1.0,582,4.0,89.1,26.0,8.0,16.0,101,61,8.0,5.0,23,14.0,1,0
