player_id,player_name,first_name,last_name,age,nationality,team_id,team_name,position_line,role,games,starts,minutes,rating,goals,assists,shots_total,shots_on_target,passes_total,key_passes,pass_accuracy,tackles,blocks,interceptions,duels_total,duels_won,dribbles_attempted,dribbles_successful,fouls_drawn,fouls_committed,yellow_cards,red_cards,pos_group,goals_per90,assists_per90,shots_per90,shots_on_target_per90,passes_per90,key_passes_per90,tackles_per90,blocks_per90,interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempted_per90,dribbles_successful_per90,fouls_committed_per90,fouls_drawn_per90,yellow_per90,red_per90,shot_efficiency,duel_efficiency,dribble_efficiency,z_goals_per90,z_assists_per90,z_shots_per90,z_shots_on_target_per90,z_tackles_per90,z_interceptions_per90,z_duels_total_per90,z_duels_won_per90,z_dribbles_attempted_per90,z_dribbles_successful_per90,z_key_passes_per90,reliability,fair_score,forecast_score,player_tier
262598,S. Auklend,Sondre,Auklend,22.0,Norway,327,Bodo/Glimt,Midfielder,Sentral midt,22,13,1101,7.21,1,5,17.0,8.0,741,22.0,86.7,32.0,5.0,10.0,176,90,37.0,17.0,36,18.0,1,0,MID,0.08174386920980926,0.40871934604904636,1.3896457765667576,0.6539509536784741,60.57220708446866,1.7983651226158037,2.6158038147138964,0.40871934604904636,0.8174386920980927,14.38692098092643,7.356948228882834,3.0245231607629424,1.3896457765667576,1.4713896457765667,2.9427792915531334,0.08174386920980926,0.0,0.058823529411764705,0.5113636363636364,0.4594594594594595,-0.5888102423705471,2.638055593926572,0.5592926021287299,0.32121314092371245,1.3338349842076302,0.17711866315466868,1.579302129577267,1.9411376491904937,0.8983466712355417,1.0320739333567357,1.1818607881576273,1.0,0.4862306368330463,0.5008175559380377,u23
438,M. Linnes,Martin,Linnes,34.0,Norway,329,Molde,Defender,Back,19,16,1391,7.12,0,3,6.0,2.0,892,28.0,85.3,30.0,6.0,9.0,110,62,27.0,12.0,13,12.0,2,0,DEF,0.0,0.19410496046010065,0.3882099209202013,0.12940330697340044,57.71387491013659,1.8116462976276062,1.9410496046010066,0.3882099209202013,0.582314881380302,7.1171818835370235,4.011502516175414,1.7469446441409058,0.7764198418404026,0.7764198418404026,0.8411214953271028,0.12940330697340044,0.0,0.0,0.5636363636363636,0.4444444444444444,-0.6545863589900254,1.7826404759144832,-0.39130133905242653,-0.6082797996465122,0.4111392275516984,-1.0529273992474937,-0.5384503180966186,-0.5024419679916949,0.9832085050333296,0.7035231683152263,2.354896818497176,1.0,0.2943201376936312,0.2648881239242681,senior
1171,V. Hedenstad,Vegar,Eggen Hedenstad,34.0,Norway,326,Valerenga,Defender,Back,22,19,1538,6.72,0,3,5.0,3.0,840,12.0,86.8,32.0,2.0,16.0,136,70,19.0,15.0,14,23.0,1,0,DEF,0.0,0.17555266579973994,0.29258777633289984,0.17555266579973994,49.15474642392718,0.7022106631989598,1.8725617685305591,0.11703511053315994,0.9362808842652796,7.958387516254876,4.096228868660598,1.1118335500650196,0.8777633289986997,1.3459037711313393,0.8192457737321196,0.05851755526657997,0.0,0.0,0.5147058823529411,0.7894736842105263,-0.6545863589900254,1.5358635870913646,-0.6602111713896721,-0.38295126941289787,0.3105162376337941,-0.11224538882332673,-0.13268668626100094,-0.43018224907290287,0.19000993997181162,0.9560781927023859,0.08149114857916104,1.0,0.13080895008605795,0.11772805507745215,senior
12880,O. Selnæs,Ole Kristian,Selnæs,31.0,Norway,331,Rosenborg,Midfielder,Sentral midt,24,20,1833,7.33,0,2,8.0,8.0,1421,31.0,86.9,43.0,13.0,25.0,191,123,14.0,9.0,24,27.0,6,0,MID,0.0,0.09819967266775777,0.39279869067103107,0.5056179775280899,69.7708674304419,1.5220949263502455,2.111292962356792,0.6382978723404256,1.227495908346972,9.378068739770868,6.039279869067103,0.6873977086743044,0.44189852700491,1.32569558101473,1.1783960720130933,0.2945990180032733,0.0,0.0,0.643979057591623,0.6428571428571429,-1.1465611005862286,-0.16238421317183416,-1.2435144303667869,-0.1292276475032178,0.6681991287533321,1.2106347900158794,-0.20503068870821414,1.0068641635428657,-1.1190987818049554,-0.6789840495686209,0.6888264645422075,1.0,0.5378657487091221,0.48407917383820986,senior
151406,E. Saunes,Eirik,Franke Saunes,27.0,Norway,2142,Bryne,Midfielder,Kant,30,30,2633,7.02,1,3,18.0,11.0,1202,33.0,77.8,52.0,8.0,46.0,225,115,31.0,14.0,12,16.0,1,0,MID,0.034181541967337636,0.10254462590201291,0.6152677554120775,0.375996961640714,41.08621344473984,1.127990884922142,1.777440182301557,0.2734523357387011,1.5723509304975314,7.6908469426509685,3.930877326243828,1.059627800987467,0.47854158754272696,0.5469046714774022,0.41017850360805164,0.034181541967337636,0.0,0.05555555555555555,0.5111111111111111,0.45161290322580644,-0.913335238491483,-0.1231989987063784,-0.8411771008981707,-0.5228460734816412,0.22772420178274913,2.0798140476865026,-0.8060796075785168,-0.4880678336914721,-0.7977835924337887,-0.6128288575793697,-0.014495218817496545,1.0,0.4044750430292597,0.3963855421686745,senior
404175,Vinícius Nogueira,Vinícius,Nogueira de Oliveira,24.0,Brazil,326,Valerenga,Defender,Back,25,24,2168,7.13,2,3,13.0,7.0,899,34.0,79.7,50.0,11.0,23.0,260,140,49.0,24.0,43,42.0,5,0,DEF,0.08302583025830258,0.12453874538745387,0.5396678966789669,0.29059040590405905,37.32011070110701,1.4114391143911438,2.0756457564575648,0.4566420664206642,0.9547970479704797,10.793357933579335,5.8118081180811805,2.034132841328413,0.9963099630996309,1.7435424354243543,1.7850553505535054,0.20756457564575645,0.0,0.15384615384615385,0.5384615384615384,0.4897959183673469,0.1060367973864304,0.8572921868153534,0.03463074020818621,0.178731179884931,0.6088891932145087,-0.06303777578256065,1.2347885753626198,1.0329667088351053,1.3418816065372323,1.2515046567593335,1.5348102345825976,1.0,0.29840791738382055,0.30139199655765875,senior
39044,E. Hestad,Eirik,Hestad,30.0,Norway,329,Molde,Midfielder,Sentral midt,24,20,1469,7.13,3,4,22.0,10.0,675,20.0,86.8,29.0,6.0,11.0,130,71,27.0,13.0,26,9.0,1,0,MID,0.18379850238257317,0.2450646698434309,1.34785568413887,0.6126616746085772,41.35466303607897,1.2253233492171545,1.776718856364874,0.36759700476514634,0.673927842069435,7.964601769911504,4.349897889720898,1.6541865214431584,0.7964601769911505,0.5513955071477196,1.592920353982301,0.06126616746085772,0.0,0.13636363636363635,0.5461538461538461,0.48148148148148145,0.10752404896203287,1.1621263399973019,0.4837148394170735,0.19583053281795765,0.22677250687929515,-0.18458885473999714,-0.7085583194815146,-0.1909674294194123,-0.28455064378015404,-0.03886028035840724,0.15920518878414663,1.0,0.4518072289156625,0.42921686746987936,senior
39276,M. Sandberg,Robert Marcus,Sandberg,35.0,Sweden,2159,Ham-Kam,Goalkeeper,Goalkeeper,27,27,2430,7.13,0,0,,,903,1.0,51.9,,,,19,18,,,3,,1,0,GK,0.0,0.0,,,33.44444444444444,0.037037037037037035,,,,0.7037037037037037,0.6666666666666667,,,,0.1111111111111111,0.037037037037037035,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4518072289156625,0.4066265060240963,senior
395016,M. Hope,Mikkel,Kalvenes Hope,19.0,Norway,328,Haugesund,Defender,Back,21,11,1121,6.4,1,0,8.0,5.0,258,6.0,75.7,17.0,2.0,3.0,74,37,17.0,6.0,11,10.0,1,0,DEF,0.08028545941123996,0.0,0.6422836752899197,0.40142729705619984,20.71364852809991,0.4817127564674398,1.3648528099910793,0.16057091882247992,0.2408563782337199,5.941123996431758,2.970561998215879,1.3648528099910793,0.4817127564674398,0.8028545941123997,0.8831400535236397,0.08028545941123996,0.0,0.125,0.5,0.35294117647058826,0.08093148357204245,-0.799283707826718,0.3232081606427803,0.7199025940524623,-0.43541466553854186,-1.9603701157750744,-1.1057331571082456,-1.3902185219521772,0.5060090081321574,-0.03090740261213006,-0.370343257863578,1.0,0.0,0.0,youth
15805,G. Wikheim,Gustav,Mendonça Wikheim,32.0,Norway,324,Stromsgodset,Attacker,Kant,14,12,997,6.66,1,3,11.0,5.0,249,18.0,79.5,9.0,1.5,3.0,150,59,54.0,22.0,24,22.0,1,1,ATT,0.09027081243731194,0.27081243731193577,0.9929789368104314,0.45135406218655966,22.477432296890672,1.624874623871615,0.8124373119358075,0.08848519599666389,0.27081243731193577,13.54062186559679,5.325977933801404,4.874623871614844,1.9859578736208627,1.9859578736208627,2.166499498495486,0.09027081243731194,0.09027081243731194,0.09090909090909091,0.3933333333333333,0.4074074074074074,-1.0919477217070614,1.1763223842610395,-1.362598510069269,-1.2991440882030185,-0.2243997365068479,-0.21739156267436585,0.9021345506981049,0.5446308297876986,2.4125844234568463,2.4101888838639494,0.8889572150330712,1.0,0.5361445783132536,0.4825301204819282,senior
